Start Station Latitude,Start Station Longitude,StationExistedBefore,Start Station Name,Latitude (generated),Longitude (generated),AfterMinusBeforeTrips,AfterTimesTrips,BeforeTimesTrips
42.36314499,-71.12298574,TRUE,Innovation Lab - 125 Western Ave at Batten Way,42.36314499,-71.12298574,-447,1432,1879
42.36346469,-71.10057324,TRUE,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,-3019,10752,13771
42.36356016,-71.08216792,TRUE,Kendall Street,42.36356016,-71.08216792,-4949,5987,10936
42.3636929,-71.0875672,TRUE,Ames St at Broadway,42.3636929,-71.0875672,-3447,10998,14445
42.36371276,-71.12459779,FALSE,Innovation Lab - 125 Western Ave at Batten Way,42.36371276,-71.12459779,222,222,0
42.363732,-71.124565,TRUE,Innovation Lab - 125 Western Ave at Batten Way,42.363732,-71.124565,-2866,0,2866
42.363796,-71.129164,TRUE,175 N Harvard St,42.363796,-71.129164,-834,11328,12162
42.363871,-71.050877,TRUE,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,-2025,16611,18636
42.36411904,-71.02876782,FALSE,Porzio Park,42.36411904,-71.02876782,243,243,0
42.36426344,-71.1182757,TRUE,Soldiers Field Park - 111 Western Ave,42.36426344,-71.1182757,234,9263,9029
42.36435589,-71.06959369,TRUE,Blossom St at Charles St,42.36435589,-71.06959369,5518,8368,2850
42.36444157,-71.18091374,FALSE,N. Beacon St at N. Beacon Ct,42.36444157,-71.18091374,297,297,0
42.36466403,-71.17569387,FALSE,160 Arsenal,42.36466403,-71.17569387,55,55,0
42.36489293,-71.03497177,TRUE,Piers Park,42.36489293,-71.03497177,323,2118,1795
42.36507,-71.1031,TRUE,Central Square at Mass Ave / Essex St,42.36507,-71.1031,-21363,32758,54121
42.36526032,-71.18573325,FALSE,Watertown Sq,42.36526032,-71.18573325,1072,1072,0
42.36530095,-71.06092191,FALSE,Canal St at Causeway St,42.36530095,-71.06092191,4627,4627,0
42.36544486,-71.08277142,TRUE,Third at Binney,42.36544486,-71.08277142,-2376,10287,12663
42.36550729,-71.0801376,TRUE,75 Binney St,42.36550729,-71.0801376,-2298,4243,6541
42.365673,-71.064263,TRUE,Nashua Street at Red Auerbach Way,42.365673,-71.064263,-23499,15858,39357
42.36575798,-71.07699394,TRUE,Rogers St & Land Blvd,42.36575798,-71.07699394,-4418,3092,7510
42.36590788,-71.06446669,TRUE,West End Park,42.36590788,-71.06446669,-6854,914,7768
42.36599433,-71.09522222,TRUE,Harvard St at Greene-Rose Heritage Park,42.36599433,-71.09522222,-6629,8678,15307
42.36608797,-71.08633604,TRUE,Binney St / Sixth St,42.36608797,-71.08633604,-3296,4568,7864
42.36616224,-71.08688294,TRUE,Binney St / Sixth St,42.36616224,-71.08688294,-2442,0,2442
42.366277,-71.09169,TRUE,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,-13567,11759,25326
42.366426,-71.105495,TRUE,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,-7028,17970,24998
42.366621,-71.114214,TRUE,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,-2424,9310,11734
42.366981,-71.076472,TRUE,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,-6064,8257,14321
42.36762049,-71.15656637,FALSE,Nichols Ave. at Watertown Greenway,42.36762049,-71.15656637,14,14,0
42.367621,-71.187936,FALSE,Watertown Town Hall,42.367621,-71.187936,95,95,0
42.36769018,-71.07116282,TRUE,Museum of Science,42.36769018,-71.07116282,-1986,3406,5392
42.36774122,-71.03335975,TRUE,Maverick St at Massport Path,42.36774122,-71.03335975,1697,1916,219
42.368019,-71.1242,FALSE,Harvard Stadium: N. Harvard St at Soldiers Field Rd,42.368019,-71.1242,402,402,0
42.36860524,-71.09930186,TRUE,*,42.36860524,-71.09930186,-207,11404,11611
42.36884408,-71.03977829,TRUE,Maverick Square - Lewis Mall,42.36884408,-71.03977829,680,3418,2738
42.36912158,-71.11638672,TRUE,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36912158,-71.11638672,1427,6386,4959
42.36919032,-71.11714125,TRUE,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,-4484,5236,9720
42.36920617,-71.11710638,FALSE,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36920617,-71.11710638,1415,1415,0
42.369536,-71.039431,TRUE,East Boston Neighborhood Health Center - 20 Maverick Square,42.369536,-71.039431,-358,1178,1536
42.36955298,-71.08579015,TRUE,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,3846,10093,6247
42.369885,-71.069957,TRUE,EF - North Point Park,42.369885,-71.069957,-1001,8744,9745
42.37057753,-71.0355854,FALSE,Gove St at Orleans St,42.37057753,-71.0355854,222,222,0
42.370677,-71.076529,TRUE,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,-10719,10224,20943
42.370744,-71.044201,TRUE,The Eddy - New St at Sumner St,42.370744,-71.044201,646,1412,766
42.370803,-71.104412,TRUE,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,-5057,11218,16275
42.37119728,-71.09759867,TRUE,Cambridge Dept. of Public Works -147 Hampshire St.,42.37119728,-71.09759867,-4394,7988,12382
42.37150494,-71.07249312,TRUE,Child St at North St,42.37150494,-71.07249312,1900,8939,7039
42.371848,-71.060292,TRUE,Warren St at Chelsea St,42.371848,-71.060292,-8428,9543,17971
42.37207612,-71.15683131,FALSE,Coolidge Sq.,42.37207612,-71.15683131,797,797,0
42.37207658,-71.08995434,TRUE,Berkshire Street at Cambridge Street,42.37207658,-71.08995434,5874,11351,5477
42.3722168,-71.12188071,TRUE,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,-7740,7751,15491
42.37250865,-71.11305356,TRUE,Verizon Innovation Hub 10 Ware Street,42.37250865,-71.11305356,-2755,6978,9733
42.372969,-71.094445,TRUE,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,-5010,8642,13652
42.373231,-71.120886,TRUE,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,-6742,9303,16045
42.373268,-71.118579,TRUE,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,-17513,19722,37235
42.37331213,-71.04102008,TRUE,Boston East - 126 Border St,42.37331213,-71.04102008,-753,654,1407
42.373379,-71.111075,TRUE,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,-5094,8728,13822
42.37407974,-71.03276393,TRUE,Airport T Stop - Bremen St at Brooks St,42.37407974,-71.03276393,-231,870,1101
42.3740832,-71.03274185,TRUE,Airport T Stop - Bremen St at Brooks St,42.3740832,-71.03274185,-90,55,145
42.37408991,-71.06905997,TRUE,Bunker Hill Community College,42.37408991,-71.06905997,-4296,1613,5909
42.37411262,-71.03277501,TRUE,Airport T Stop - Bremen St at Brooks St,42.37411262,-71.03277501,-156,0,156
42.37412455,-71.054812,TRUE,Charlestown Navy Yard,42.37412455,-71.054812,-2575,9266,11841
42.37438409,-71.10015746,TRUE,Inman Square at Springfield St.,42.37438409,-71.10015746,-5475,9601,15076
42.37478629,-71.13320231,TRUE,Mt Auburn,42.37478629,-71.13320231,-678,3725,4403
42.37487847,-71.06383499,TRUE,Main St at Thompson Sq,42.37487847,-71.06383499,-2255,2929,5184
42.37500235,-71.14871614,TRUE,699 Mt Auburn St,42.37500235,-71.14871614,-968,3173,4141
42.37533523,-71.03131585,TRUE,Airport T Stop - Bremen St at Brooks St,42.37533523,-71.03131585,-586,0,586
42.37535497,-71.03133336,FALSE,Airport T Stop - Bremen St at Brooks St,42.37535497,-71.03133336,3940,3940,0
42.37544913,-71.03918549,TRUE,Central Square East Boston,42.37544913,-71.03918549,1694,2281,587
42.375603,-71.064608,TRUE,Main St at Austin St,42.375603,-71.064608,-2820,4394,7214
42.376369,-71.114025,TRUE,*,42.376369,-71.114025,-6909,4897,11806
42.377022,-71.056605,TRUE,Hayes Square - Vine St at Moulton St,42.377022,-71.056605,-668,1460,2128
42.377945,-71.116865,TRUE,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,-7829,5117,12946
42.378338,-71.048927,TRUE,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,42.378338,-71.048927,-395,6585,6980
42.37842,-71.105668,TRUE,Beacon St at Washington / Kirkland,42.37842,-71.105668,-3843,5299,9142
42.378965,-71.068607,TRUE,Edwards Playground - Main St at Eden St,42.378965,-71.068607,-1663,2668,4331
42.379011,-71.119945,TRUE,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,-5044,6341,11385
42.37927325,-71.10341903,TRUE,Perry Park,42.37927325,-71.10341903,-3186,4397,7583
42.379295,-71.027733,FALSE,Day Sq,42.379295,-71.027733,75,75,0
42.379584,-71.095236,FALSE,Union Square - Somerville,42.379584,-71.095236,1689,1689,0
42.37959526,-71.09530799,TRUE,Union Square - Somerville,42.37959526,-71.09530799,-1335,0,1335
42.3796581,-71.0939428,TRUE,Union Square - Somerville,42.3796581,-71.0939428,-4103,0,4103
42.37967148,-71.0954931,TRUE,Union Square - Somerville,42.37967148,-71.0954931,-1904,0,1904
42.37967448,-71.09391324,TRUE,Union Square - Somerville,42.37967448,-71.09391324,600,5645,5045
42.37971603,-71.09391332,FALSE,Union Square - Somerville,42.37971603,-71.09391332,600,600,0
42.379772,-71.027448,TRUE,Chelsea St at Saratoga St,42.379772,-71.027448,677,1112,435
42.380078,-71.090098,FALSE,Union Square East (Temp Winter Station),42.380078,-71.090098,185,185,0
42.380287,-71.125107,TRUE,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,-3034,6406,9440
42.38032335,-71.10878613,TRUE,191 Beacon St,42.38032335,-71.10878613,-1906,4747,6653
42.38042947,-71.06055722,TRUE,Medford St at Charlestown BCYF,42.38042947,-71.06055722,-742,2948,3690
42.38066931,-71.03907316,FALSE,Marion St at White St,42.38066931,-71.03907316,100,100,0
42.38078817,-71.15412891,TRUE,700 Huron Ave,42.38078817,-71.15412891,-325,1653,1978
42.380857,-71.070629,TRUE,Main St at Baldwin St,42.380857,-71.070629,-1483,2965,4448
42.380998,-71.08721308,TRUE,Washington St at Myrtle St,42.380998,-71.08721308,-577,40,617
42.38100143,-71.10402523,TRUE,30 Dane St,42.38100143,-71.10402523,-6182,4357,10539
42.381056,-71.087083,FALSE,Washington St @ New Washington St (Temp Winter Station),42.381056,-71.087083,308,308,0
42.38165061,-71.13426982,TRUE,Huron Ave At Vassal Lane,42.38165061,-71.13426982,-1571,2345,3916
42.38169983,-71.08377589,TRUE,Washington St at Myrtle St,42.38169983,-71.08377589,-1520,0,1520
42.38170676,-71.08377187,TRUE,Washington St at Myrtle St,42.38170676,-71.08377187,652,2032,1380
42.38240378,-71.03024304,TRUE,Glendon St at Condor St,42.38240378,-71.03024304,286,482,196
42.38267828,-71.14347895,TRUE,Fresh Pond Reservation,42.38267828,-71.14347895,1436,3588,2152
42.3829443,-71.12449831,FALSE,Graham and Parks School – Linnaean St at Walker St,42.3829443,-71.12449831,1863,1863,0
42.383405,-71.107593,TRUE,Conway Park - Somerville Avenue,42.383405,-71.107593,-4704,5514,10218
42.38353252,-71.01619095,TRUE,Bennington St at Byron St,42.38353252,-71.01619095,369,857,488
42.38363402,-71.10855814,TRUE,Craigie at Summer St,42.38363402,-71.10855814,-917,72,989
42.38364093,-71.10868692,FALSE,Conway Park @ Bleachery Ct (Temp Winter Station),42.38364093,-71.10868692,339,339,0
42.38393225,-71.13961272,TRUE,Vassal Lane at Tobin/VLUS,42.38393225,-71.13961272,-560,1654,2214
42.38445226,-71.07514855,TRUE,Sullivan Square,42.38445226,-71.07514855,1556,2193,637
42.38522394,-71.01063069,TRUE,Bennington St at Constitution Beach,42.38522394,-71.01063069,1430,2082,652
42.385582,-71.113341,TRUE,Wilson Square,42.385582,-71.113341,-1837,0,1837
42.38567579,-71.11412136,TRUE,Wilson Square,42.38567579,-71.11412136,401,3551,3150
42.38614141,-71.0782814,TRUE,Broadway St at Mt Pleasant St,42.38614141,-71.0782814,-2066,2185,4251
42.38674802,-71.11901879,TRUE,Lesley University,42.38674802,-71.11901879,-1443,5135,6578
42.386781,-71.006098,TRUE,Orient Heights T Stop - Bennington St at Saratoga St,42.386781,-71.006098,1906,2945,1039
42.386844,-71.09812,TRUE,Somerville City Hall,42.386844,-71.09812,-2381,3699,6080
42.387151,-71.075978,TRUE,18 Dorrance Warehouse,42.387151,-71.075978,-399,146,545
42.38717463,-71.08714389,TRUE,Edgerly Education Center,42.38717463,-71.08714389,16,2171,2155
42.38762811,-71.08318716,TRUE,East Somerville Library (Broadway and Illinois),42.38762811,-71.08318716,-1225,1882,3107
42.387995,-71.119084,TRUE,Porter Square Station,42.387995,-71.119084,-8182,8380,16562
42.38828873,-71.1107146,TRUE,Craigie at Summer St,42.38828873,-71.1107146,-905,0,905
42.38830554,-71.11067977,TRUE,Craigie at Summer St,42.38830554,-71.11067977,822,1211,389
42.388966,-71.132788,TRUE,Danehy Park,42.388966,-71.132788,346,3549,3203
42.38952436,-71.1169414,TRUE,Elm St at White St,42.38952436,-71.1169414,1671,5113,3442
42.39022671,-71.03857018,FALSE,Chelsea Square,42.39022671,-71.03857018,24,24,0
42.39044949,-71.1085595,TRUE,Somerville Hospital,42.39044949,-71.1085595,424,1973,1549
42.39088802,-71.1096257,TRUE,Somerville Hospital,42.39088802,-71.1096257,-1600,0,1600
42.39108438,-71.09039426,TRUE,Foss Park,42.39108438,-71.09039426,-500,2511,3011
42.39120972,-71.12260755,TRUE,Mass Ave at Hadley/Walden,42.39120972,-71.12260755,-1091,3244,4335
42.39189812,-71.09745376,TRUE,Somerville City Hall Annex,42.39189812,-71.09745376,18,1146,1128
42.39223284,-71.07746601,TRUE,Assembly Square T,42.39223284,-71.07746601,650,3921,3271
42.39239749,-71.15058332,FALSE,Smith Pl at Wilson Rd,42.39239749,-71.15058332,544,544,0
42.392525,-71.105587,FALSE,Community Path at Lowell St,42.392525,-71.105587,589,589,0
42.392766,-71.129042,TRUE,Rindge Avenue - O'Neill Library,42.392766,-71.129042,-224,2547,2771
42.39301409,-71.03392497,FALSE,Bellingham Square,42.39301409,-71.03392497,31,31,0
42.39329263,-71.0724476,TRUE,Encore,42.39329263,-71.0724476,192,942,750
42.3936,-71.143941,TRUE,84 Cambridgepark Dr,42.3936,-71.143941,564,2095,1531
42.39407224,-71.11133695,TRUE,Community Path at Cedar Street,42.39407224,-71.11133695,-5045,4496,9541
42.39453079,-71.03085595,FALSE,Broadway at Gerrish Ave,42.39453079,-71.03085595,26,26,0
42.3951715,-71.09850592,TRUE,Broadway at Central St,42.3951715,-71.09850592,-1295,2124,3419
42.39558846,-71.14260614,TRUE,Alewife MBTA at Steel Place,42.39558846,-71.14260614,-325,3700,4025
42.396105,-71.139459,TRUE,Alewife Station at Russell Field,42.396105,-71.139459,-47,3614,3661
42.39636528,-71.03987179,FALSE,Chelsea Station,42.39636528,-71.03987179,25,25,0
42.39638681,-71.12011306,TRUE,Grove St at Community Path,42.39638681,-71.12011306,-3856,4951,8807
42.39648358,-71.0654676,TRUE,Broadway at Lynde St,42.39648358,-71.0654676,-900,904,1804
42.396764,-71.102376,FALSE,Broadway Opposite Norwood Ave  (Temp Winter Station),42.396764,-71.102376,128,128,0
42.39678589,-71.10237297,TRUE,Somerville Hospital,42.39678589,-71.10237297,-477,14,491
42.396969,-71.123024,TRUE,Davis Square,42.396969,-71.123024,-7567,7748,15315
42.3977834,-71.10594005,TRUE,Magoun Square at Trum Field,42.3977834,-71.10594005,1034,2556,1522
42.39782213,-71.1060667,TRUE,Ball Sq,42.39782213,-71.1060667,-516,57,573
42.397828,-71.130516,TRUE,Linear Park - Mass. Ave. at Cameron Ave.,42.397828,-71.130516,-3282,5510,8792
42.39790817,-71.14797131,TRUE,Discovery Park - 30 Acorn Park Drive,42.39790817,-71.14797131,322,1119,797
42.39813565,-71.03070972,FALSE,Cary Square,42.39813565,-71.03070972,26,26,0
42.3983606,-71.06373843,TRUE,Broadway at Beacham St,42.3983606,-71.06373843,62,1231,1169
42.398365,-71.107818,TRUE,Magoun Square at Trum Field,42.398365,-71.107818,-2652,56,2708
42.39841773,-71.02390923,FALSE,855 Broadway,42.39841773,-71.02390923,6,6,0
42.398444,-71.107833,FALSE,Trum Field @ Cedar St (Temp Winter Station),42.398444,-71.107833,165,165,0
42.39915589,-71.11102574,TRUE,Ball Sq,42.39915589,-71.11102574,-689,0,689
42.3991826,-71.11104455,TRUE,Ball Sq,42.3991826,-71.11104455,1042,1425,383
42.40016805,-71.14456963,FALSE,Thorndike Field at Minuteman Bikeway,42.40016805,-71.14456963,542,542,0
42.400877,-71.116772,TRUE,Powder House Circle - Nathan Tufts Park,42.400877,-71.116772,-97,3484,3581
42.40203828,-71.12653292,TRUE,Teele Square,42.40203828,-71.12653292,-1298,0,1298
42.40231703,-71.12671129,TRUE,Teele Square,42.40231703,-71.12671129,1134,1716,582
42.40328057,-71.0476264,TRUE,Chelsea St at Vine St,42.40328057,-71.0476264,517,812,295
42.40413,-71.0613,TRUE,Main Street at Carter Street,42.40413,-71.0613,-227,0,227
42.40449,-71.123413,TRUE,Packard Ave at Powderhouse Blvd,42.40449,-71.123413,-1247,2458,3705
42.40581172,-71.06708851,TRUE,Norman St at Kelvin St,42.40581172,-71.06708851,-90,0,90
42.40615157,-71.06040745,TRUE,Main Street at Carter Street,42.40615157,-71.06040745,-65,189,254
42.40616124,-71.06041655,FALSE,Kearins Playground,42.40616124,-71.06041655,45,45,0
42.406302,-71.132446,TRUE,Clarendon Hill at Broadway,42.406302,-71.132446,970,1990,1020
42.40725945,-71.05546381,TRUE,Everett Square (Broadway at Chelsea St),42.40725945,-71.05546381,-10,685,695
42.40726052,-71.14382132,FALSE,Mass Ave at Grafton St,42.40726052,-71.14382132,206,206,0
42.40741,-71.0139,FALSE,Revere City Hall,42.40741,-71.0139,31,31,0
42.408088,-71.008942,FALSE,Revere Public Library,42.408088,-71.008942,36,36,0
42.40914878,-71.04597684,TRUE,Ferry St at Pleasantview Ave,42.40914878,-71.04597684,-68,0,68
42.40933007,-71.06381878,TRUE,*,42.40933007,-71.06381878,-2,327,329
42.40935396,-71.14906519,FALSE,Linwood St at Minuteman Bikeway,42.40935396,-71.14906519,559,559,0
42.40985878,-71.06631868,TRUE,Norman St at Kelvin St,42.40985878,-71.06631868,423,494,71
42.40994213,-71.1400932,FALSE,Broadway at Grafton St,42.40994213,-71.1400932,136,136,0
42.41034691,-71.05260458,TRUE,Broadway at Maple St,42.41034691,-71.05260458,-78,281,359
42.41072714,-71.06266823,TRUE,Main St at Beacon St,42.41072714,-71.06266823,-181,0,181
42.41143223,-71.06823265,TRUE,*,42.41143223,-71.06823265,1524,1716,192
42.41250451,-71.05842225,TRUE,*,42.41250451,-71.05842225,85,288,203
42.41427294,-71.04479656,TRUE,Glendale Square (Ferry St at Broadway),42.41427294,-71.04479656,693,837,144
42.41480161,-71.0477256,TRUE,Glendale Square (Ferry St at Broadway),42.41480161,-71.0477256,-89,0,89
42.41496265,-71.05279301,FALSE,Hale Park,42.41496265,-71.05279301,173,173,0
42.41608484,-71.15315407,FALSE,Railroad Lot and Minuteman Bikeway,42.41608484,-71.15315407,732,732,0
